date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:28:05	95256/95256	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2016:59:51%20GMT	https://probisa.cl/images/Images/clasificacion_comportamiento.jpg	L:/cltes/probisa/static/PROBISA/images/Images/clasificacion_comportamiento.jpg	(from https://probisa.cl/innovacion)
21:28:06	172714/172714	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jun%202022%2019:56:46%20GMT	https://probisa.cl/images/Images/camion-imprimador2.jpg	L:/cltes/probisa/static/PROBISA/images/Images/camion-imprimador2.jpg	(from https://probisa.cl/innovacion)
21:28:07	1643/1643	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Sep%202022%2002:28:07%20GMT	https://probisa.cl/images/2019/08/28/clients-bg2x.jpg	L:/cltes/probisa/static/PROBISA/images/2019/08/28/clients-bg2x.50.delayed	(from https://probisa.cl/contacto)
21:28:09	125538/125538	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20May%202022%2015:07:36%20GMT	https://probisa.cl/images/Images/comunidad.jpg	L:/cltes/probisa/static/PROBISA/images/Images/comunidad.jpg	(from https://probisa.cl/contacto)
21:28:12	302366/302366	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:19%20GMT	https://probisa.cl/images/Files/CA%20por%20Grado%20PG%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/CA%20por%20Grado%20PG%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:13	285817/285817	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:20%20GMT	https://probisa.cl/images/Files/CA%20por%20Viscosidad%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/CA%20por%20Viscosidad%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:13	287800/287800	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:21%20GMT	https://probisa.cl/images/Files/CA%20por%20Penetracion%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/CA%20por%20Penetracion%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:16	274231/274231	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:17%20GMT	https://probisa.cl/images/Files/ECOasfalto%20%20V.04%2022.pdf	L:/cltes/probisa/static/PROBISA/images/Files/ECOasfalto%20%20V.04%2022.pdf	(from https://probisa.cl/productos)
21:28:17	251533/251533	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:20%20GMT	https://probisa.cl/images/Files/Emulclean%20y%20Emulclean%20Plus%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Emulclean%20y%20Emulclean%20Plus%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:17	266984/266984	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:21%20GMT	https://probisa.cl/images/Files/Emulsion%20CRS-2%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Emulsion%20CRS-2%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:20	258066/258066	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:20%20GMT	https://probisa.cl/images/Files/Emulsion%20CSS-1h%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Emulsion%20CSS-1h%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:21	254483/254483	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:17%20GMT	https://probisa.cl/images/Files/Emulsion%20ERC%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Emulsion%20ERC%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:21	248327/248327	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:17%20GMT	https://probisa.cl/images/Files/Evatech%20V.07.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Evatech%20V.07.20.pdf	(from https://probisa.cl/productos)
21:28:22	5283914/5283914	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2018:45:58%20GMT	https://probisa.cl/images/Images/eco2.png	L:/cltes/probisa/static/PROBISA/images/Images/eco2.png	(from https://probisa.cl/innovacion)
21:28:24	238655/238655	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:17%20GMT	https://probisa.cl/images/Files/Polybit%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Polybit%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:25	275443/275443	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:19%20GMT	https://probisa.cl/images/Files/Polymuls%20L%20R%20ERC-M%20V.05.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Polymuls%20L%20R%20ERC-M%20V.05.20.pdf	(from https://probisa.cl/productos)
21:28:27	260340/260340	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:17%20GMT	https://probisa.cl/images/Files/Polysello%20V.10.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Polysello%20V.10.20.pdf	(from https://probisa.cl/productos)
21:28:27	281832/281832	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:20%20GMT	https://probisa.cl/images/Files/Tecnobache%20V.03.21.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Tecnobache%20V.03.21.pdf	(from https://probisa.cl/productos)
21:28:27	248362/248362	---M--	200	added ('OK')	application/pdf	date:Thu,%2019%20May%202022%2015:33:17%20GMT	https://probisa.cl/images/Files/Viaprime%20V.07.20.pdf	L:/cltes/probisa/static/PROBISA/images/Files/Viaprime%20V.07.20.pdf	(from https://probisa.cl/productos)
